nameOrig,month,monthly_income,monthly_expense,savings,savings_rate,expense_income_ratio,transfer_ratio,stress_score,stress_category
C1000275910,6,0.0,782393.91,-782393.91,0.0,0.0,1.0,6,Severe Stress
C1000279637,8,0.0,209839.89,-209839.89,0.0,0.0,1.0,6,Severe Stress
C1000279760,13,0.0,302896.76,-302896.76,0.0,0.0,1.0,6,Severe Stress
C1000281771,6,0.0,545186.02,-545186.02,0.0,0.0,1.0,6,Severe Stress
C1000286542,13,0.0,31697.82,-31697.82,0.0,0.0,1.0,6,Severe Stress
C1000299467,10,0.0,2533235.6,-2533235.6,0.0,0.0,1.0,6,Severe Stress
C1000302283,12,0.0,511004.19,-511004.19,0.0,0.0,1.0,6,Severe Stress
C1000305042,13,0.0,158684.94,-158684.94,0.0,0.0,1.0,6,Severe Stress
C1000305974,12,0.0,1558700.37,-1558700.37,0.0,0.0,1.0,6,Severe Stress
C1000314665,20,0.0,714131.25,-714131.25,0.0,0.0,1.0,6,Severe Stress
C1000315367,10,0.0,1040213.66,-1040213.66,0.0,0.0,1.0,6,Severe Stress
C1000331499,9,0.0,2016790.84,-2016790.84,0.0,0.0,1.0,6,Severe Stress
C1000336463,12,0.0,2233157.68,-2233157.68,0.0,0.0,1.0,6,Severe Stress
C10003407,13,0.0,480143.79,-480143.79,0.0,0.0,1.0,6,Severe Stress
C1000341507,6,0.0,286227.26,-286227.26,0.0,0.0,1.0,6,Severe Stress
C1000343695,9,0.0,16111.6,-16111.6,0.0,0.0,1.0,6,Severe Stress
C1000344649,7,0.0,30392.53,-30392.53,0.0,0.0,1.0,6,Severe Stress
C1000349322,13,0.0,121535.95,-121535.95,0.0,0.0,1.0,6,Severe Stress
C1000353367,9,0.0,359811.14,-359811.14,0.0,0.0,1.0,6,Severe Stress
C1000356537,2,0.0,240806.82,-240806.82,0.0,0.0,1.0,6,Severe Stress
C1000359378,5,0.0,484833.6,-484833.6,0.0,0.0,1.0,6,Severe Stress
C1000373644,1,0.0,626539.45,-626539.45,0.0,0.0,1.0,6,Severe Stress
C1000375832,5,0.0,247523.48,-247523.48,0.0,0.0,1.0,6,Severe Stress
C1000377556,14,0.0,717681.84,-717681.84,0.0,0.0,1.0,6,Severe Stress
C1000385540,6,0.0,33532.88,-33532.88,0.0,0.0,1.0,6,Severe Stress
C1000392952,14,0.0,82870.15,-82870.15,0.0,0.0,1.0,6,Severe Stress
C1000395053,7,0.0,277774.72,-277774.72,0.0,0.0,1.0,6,Severe Stress
C1000397145,7,0.0,897574.84,-897574.84,0.0,0.0,1.0,6,Severe Stress
C1000405101,5,0.0,487424.67,-487424.67,0.0,0.0,1.0,6,Severe Stress
C1000410166,5,0.0,53748.2,-53748.2,0.0,0.0,1.0,6,Severe Stress
C1000411454,1,0.0,27540.67,-27540.67,0.0,0.0,1.0,6,Severe Stress
C1000423828,11,0.0,880103.34,-880103.34,0.0,0.0,1.0,6,Severe Stress
C1000428721,7,0.0,490718.94,-490718.94,0.0,0.0,1.0,6,Severe Stress
C1000428751,2,0.0,878181.17,-878181.17,0.0,0.0,1.0,6,Severe Stress
C1000429672,7,0.0,272840.74,-272840.74,0.0,0.0,1.0,6,Severe Stress
C1000429913,1,0.0,212135.23,-212135.23,0.0,0.0,1.0,6,Severe Stress
C1000430160,10,0.0,876877.36,-876877.36,0.0,0.0,1.0,6,Severe Stress
C1000446176,10,0.0,648660.77,-648660.77,0.0,0.0,1.0,6,Severe Stress
C1000454486,9,0.0,518100.51,-518100.51,0.0,0.0,1.0,6,Severe Stress
C1000455631,14,0.0,1134838.47,-1134838.47,0.0,0.0,1.0,6,Severe Stress
C1000461358,7,0.0,560860.45,-560860.45,0.0,0.0,1.0,6,Severe Stress
C1000462934,11,0.0,10000000.0,-10000000.0,0.0,0.0,1.0,6,Severe Stress
C100046310,14,0.0,337206.79,-337206.79,0.0,0.0,1.0,6,Severe Stress
C1000471237,1,0.0,76936.24,-76936.24,0.0,0.0,1.0,6,Severe Stress
C100047314,12,0.0,448754.42,-448754.42,0.0,0.0,1.0,6,Severe Stress
C1000475858,5,0.0,166072.64,-166072.64,0.0,0.0,1.0,6,Severe Stress
C1000478515,9,0.0,328838.94,-328838.94,0.0,0.0,1.0,6,Severe Stress
C100048459,13,0.0,862070.03,-862070.03,0.0,0.0,1.0,6,Severe Stress
C100048573,9,0.0,29209.98,-29209.98,0.0,0.0,1.0,6,Severe Stress
C1000495877,17,0.0,861890.52,-861890.52,0.0,0.0,1.0,6,Severe Stress
C1000498478,7,0.0,1159077.11,-1159077.11,0.0,0.0,1.0,6,Severe Stress
C100050160,1,0.0,406812.56,-406812.56,0.0,0.0,1.0,6,Severe Stress
C1000504018,7,0.0,2730854.77,-2730854.77,0.0,0.0,1.0,6,Severe Stress
C1000505851,6,0.0,369319.43,-369319.43,0.0,0.0,1.0,6,Severe Stress
C1000508390,19,0.0,389516.12,-389516.12,0.0,0.0,1.0,6,Severe Stress
C1000513158,12,0.0,40388.58,-40388.58,0.0,0.0,1.0,6,Severe Stress
C1000515054,11,0.0,209420.69,-209420.69,0.0,0.0,1.0,6,Severe Stress
C1000515350,6,0.0,647069.93,-647069.93,0.0,0.0,1.0,6,Severe Stress
C1000519087,8,0.0,924080.12,-924080.12,0.0,0.0,1.0,6,Severe Stress
C1000521648,10,0.0,190659.23,-190659.23,0.0,0.0,1.0,6,Severe Stress
C1000525698,2,0.0,175864.36,-175864.36,0.0,0.0,1.0,6,Severe Stress
C1000531211,11,0.0,327194.61,-327194.61,0.0,0.0,1.0,6,Severe Stress
C100053270,9,0.0,90987.33,-90987.33,0.0,0.0,1.0,6,Severe Stress
C1000534125,10,0.0,295610.09,-295610.09,0.0,0.0,1.0,6,Severe Stress
C1000536228,7,0.0,311496.51,-311496.51,0.0,0.0,1.0,6,Severe Stress
C1000542572,7,0.0,358232.92,-358232.92,0.0,0.0,1.0,6,Severe Stress
C1000543801,11,0.0,739233.0,-739233.0,0.0,0.0,1.0,6,Severe Stress
C1000544105,7,0.0,13687.19,-13687.19,0.0,0.0,1.0,6,Severe Stress
C1000545370,1,0.0,162489.16,-162489.16,0.0,0.0,1.0,6,Severe Stress
C1000553499,10,0.0,3131245.44,-3131245.44,0.0,0.0,1.0,6,Severe Stress
C1000555739,7,0.0,1298868.45,-1298868.45,0.0,0.0,1.0,6,Severe Stress
C1000571956,11,0.0,2064715.31,-2064715.31,0.0,0.0,1.0,6,Severe Stress
C1000572011,10,0.0,133672.31,-133672.31,0.0,0.0,1.0,6,Severe Stress
C1000577967,11,0.0,1007177.14,-1007177.14,0.0,0.0,1.0,6,Severe Stress
C1000580902,5,0.0,327020.47,-327020.47,0.0,0.0,1.0,6,Severe Stress
C1000582817,1,0.0,340604.16,-340604.16,0.0,0.0,1.0,6,Severe Stress
C1000586245,10,0.0,285471.64,-285471.64,0.0,0.0,1.0,6,Severe Stress
C1000587510,7,0.0,131954.02,-131954.02,0.0,0.0,1.0,6,Severe Stress
C1000592,14,0.0,159374.22,-159374.22,0.0,0.0,1.0,6,Severe Stress
C100059665,11,0.0,1123782.0,-1123782.0,0.0,0.0,1.0,6,Severe Stress
C1000599916,20,0.0,1160494.11,-1160494.11,0.0,0.0,1.0,6,Severe Stress
C1000608226,12,0.0,4572891.02,-4572891.02,0.0,0.0,1.0,6,Severe Stress
C1000610919,13,0.0,1653195.46,-1653195.46,0.0,0.0,1.0,6,Severe Stress
C100061165,8,0.0,115207.79,-115207.79,0.0,0.0,1.0,6,Severe Stress
C100061202,2,0.0,920690.86,-920690.86,0.0,0.0,1.0,6,Severe Stress
C100061273,16,0.0,29749.18,-29749.18,0.0,0.0,1.0,6,Severe Stress
C1000613175,6,0.0,1014772.85,-1014772.85,0.0,0.0,1.0,6,Severe Stress
C1000614189,2,0.0,778400.26,-778400.26,0.0,0.0,1.0,6,Severe Stress
C1000614415,2,0.0,1713659.07,-1713659.07,0.0,0.0,1.0,6,Severe Stress
C1000620414,2,0.0,713673.36,-713673.36,0.0,0.0,1.0,6,Severe Stress
C1000621190,7,0.0,14019.67,-14019.67,0.0,0.0,1.0,6,Severe Stress
C1000623662,9,0.0,251930.23,-251930.23,0.0,0.0,1.0,6,Severe Stress
C1000625193,12,0.0,735686.51,-735686.51,0.0,0.0,1.0,6,Severe Stress
C100062787,11,0.0,10000000.0,-10000000.0,0.0,0.0,1.0,6,Severe Stress
C1000629778,10,0.0,411218.13,-411218.13,0.0,0.0,1.0,6,Severe Stress
C1000631435,11,0.0,1396630.49,-1396630.49,0.0,0.0,1.0,6,Severe Stress
C1000637429,5,0.0,724207.99,-724207.99,0.0,0.0,1.0,6,Severe Stress
C1000639879,14,0.0,30769.53,-30769.53,0.0,0.0,1.0,6,Severe Stress
C1000646789,7,0.0,163980.92,-163980.92,0.0,0.0,1.0,6,Severe Stress
C1000648948,11,0.0,853360.62,-853360.62,0.0,0.0,1.0,6,Severe Stress
C1000651203,6,0.0,612641.13,-612641.13,0.0,0.0,1.0,6,Severe Stress
C1000651709,2,0.0,1568913.92,-1568913.92,0.0,0.0,1.0,6,Severe Stress
C1000661915,7,0.0,174737.7,-174737.7,0.0,0.0,1.0,6,Severe Stress
C1000664529,12,0.0,505626.63,-505626.63,0.0,0.0,1.0,6,Severe Stress
C1000665261,13,0.0,364641.88,-364641.88,0.0,0.0,1.0,6,Severe Stress
C1000666176,12,0.0,1884952.51,-1884952.51,0.0,0.0,1.0,6,Severe Stress
C1000669457,9,0.0,48692.68,-48692.68,0.0,0.0,1.0,6,Severe Stress
C1000674072,11,0.0,530675.21,-530675.21,0.0,0.0,1.0,6,Severe Stress
C1000682430,7,0.0,1085984.08,-1085984.08,0.0,0.0,1.0,6,Severe Stress
C1000688735,11,0.0,2215395.34,-2215395.34,0.0,0.0,1.0,6,Severe Stress
C100069073,7,0.0,2438633.66,-2438633.66,0.0,0.0,1.0,6,Severe Stress
C100069650,6,0.0,208424.42,-208424.42,0.0,0.0,1.0,6,Severe Stress
C1000698961,14,0.0,161082.63,-161082.63,0.0,0.0,1.0,6,Severe Stress
C1000699894,11,0.0,149361.7,-149361.7,0.0,0.0,1.0,6,Severe Stress
C1000704871,5,0.0,296920.79,-296920.79,0.0,0.0,1.0,6,Severe Stress
C100070741,18,0.0,394469.21,-394469.21,0.0,0.0,1.0,6,Severe Stress
C1000708094,12,0.0,594916.4,-594916.4,0.0,0.0,1.0,6,Severe Stress
C100070902,12,0.0,309545.39,-309545.39,0.0,0.0,1.0,6,Severe Stress
C1000712990,11,0.0,111168.99,-111168.99,0.0,0.0,1.0,6,Severe Stress
C1000715148,1,0.0,519526.28,-519526.28,0.0,0.0,1.0,6,Severe Stress
C1000719581,1,0.0,1280020.98,-1280020.98,0.0,0.0,1.0,6,Severe Stress
C100072019,2,0.0,263882.23,-263882.23,0.0,0.0,1.0,6,Severe Stress
C100072555,9,0.0,79502.23,-79502.23,0.0,0.0,1.0,6,Severe Stress
C1000726647,10,0.0,323108.67,-323108.67,0.0,0.0,1.0,6,Severe Stress
C1000737706,14,0.0,142961.64,-142961.64,0.0,0.0,1.0,6,Severe Stress
C1000738068,6,0.0,23840.77,-23840.77,0.0,0.0,1.0,6,Severe Stress
C1000740725,1,0.0,467777.83,-467777.83,0.0,0.0,1.0,6,Severe Stress
C1000741951,1,0.0,60783.1,-60783.1,0.0,0.0,1.0,6,Severe Stress
C1000746894,8,0.0,190556.27,-190556.27,0.0,0.0,1.0,6,Severe Stress
C1000750947,24,0.0,467940.37,-467940.37,0.0,0.0,1.0,6,Severe Stress
C1000755432,7,0.0,1735514.91,-1735514.91,0.0,0.0,1.0,6,Severe Stress
C1000759667,13,0.0,844000.21,-844000.21,0.0,0.0,1.0,6,Severe Stress
C1000765041,18,0.0,18341.95,-18341.95,0.0,0.0,1.0,6,Severe Stress
C1000766103,14,0.0,161830.81,-161830.81,0.0,0.0,1.0,6,Severe Stress
C1000769442,24,0.0,506176.45,-506176.45,0.0,0.0,1.0,6,Severe Stress
C1000784055,2,0.0,10237.35,-10237.35,0.0,0.0,1.0,6,Severe Stress
C1000790134,11,0.0,3327321.49,-3327321.49,0.0,0.0,1.0,6,Severe Stress
C100079183,6,0.0,110046.94,-110046.94,0.0,0.0,1.0,6,Severe Stress
C1000803797,1,0.0,449140.08,-449140.08,0.0,0.0,1.0,6,Severe Stress
C1000816873,14,0.0,1266635.77,-1266635.77,0.0,0.0,1.0,6,Severe Stress
C1000820773,2,0.0,2001977.24,-2001977.24,0.0,0.0,1.0,6,Severe Stress
C1000826637,12,0.0,119628.75,-119628.75,0.0,0.0,1.0,6,Severe Stress
C1000832583,5,0.0,1388288.2,-1388288.2,0.0,0.0,1.0,6,Severe Stress
C1000835226,5,0.0,1042811.02,-1042811.02,0.0,0.0,1.0,6,Severe Stress
C1000839468,1,0.0,2485895.39,-2485895.39,0.0,0.0,1.0,6,Severe Stress
C1000840209,12,0.0,390308.41,-390308.41,0.0,0.0,1.0,6,Severe Stress
C1000841029,12,0.0,636052.48,-636052.48,0.0,0.0,1.0,6,Severe Stress
C1000841906,1,0.0,716043.82,-716043.82,0.0,0.0,1.0,6,Severe Stress
C1000848227,24,0.0,591305.39,-591305.39,0.0,0.0,1.0,6,Severe Stress
C1000848726,10,0.0,36812.31,-36812.31,0.0,0.0,1.0,6,Severe Stress
C1000851449,6,0.0,827565.98,-827565.98,0.0,0.0,1.0,6,Severe Stress
C1000854454,7,0.0,805361.1,-805361.1,0.0,0.0,1.0,6,Severe Stress
C1000859685,18,0.0,341329.27,-341329.27,0.0,0.0,1.0,6,Severe Stress
C1000860890,2,0.0,164517.38,-164517.38,0.0,0.0,1.0,6,Severe Stress
C1000868540,20,0.0,486247.06,-486247.06,0.0,0.0,1.0,6,Severe Stress
C1000876957,2,0.0,1134532.44,-1134532.44,0.0,0.0,1.0,6,Severe Stress
C1000879006,8,0.0,1077084.85,-1077084.85,0.0,0.0,1.0,6,Severe Stress
C100088610,14,0.0,1083607.39,-1083607.39,0.0,0.0,1.0,6,Severe Stress
C1000887041,1,0.0,394691.85,-394691.85,0.0,0.0,1.0,6,Severe Stress
C1000887148,1,0.0,326681.68,-326681.68,0.0,0.0,1.0,6,Severe Stress
C1000889433,13,0.0,259390.53,-259390.53,0.0,0.0,1.0,6,Severe Stress
C1000894157,1,0.0,227194.57,-227194.57,0.0,0.0,1.0,6,Severe Stress
C100089510,14,0.0,341411.42,-341411.42,0.0,0.0,1.0,6,Severe Stress
C1000897457,10,0.0,801320.28,-801320.28,0.0,0.0,1.0,6,Severe Stress
C1000897557,5,0.0,850210.42,-850210.42,0.0,0.0,1.0,6,Severe Stress
C1000897951,1,0.0,289819.94,-289819.94,0.0,0.0,1.0,6,Severe Stress
C1000904504,9,0.0,153716.42,-153716.42,0.0,0.0,1.0,6,Severe Stress
C1000907043,13,0.0,83806.69,-83806.69,0.0,0.0,1.0,6,Severe Stress
C1000910220,12,0.0,142232.44,-142232.44,0.0,0.0,1.0,6,Severe Stress
C1000918374,22,0.0,650485.02,-650485.02,0.0,0.0,1.0,6,Severe Stress
C1000935865,24,0.0,522293.64,-522293.64,0.0,0.0,1.0,6,Severe Stress
C1000937208,3,0.0,1534985.07,-1534985.07,0.0,0.0,1.0,6,Severe Stress
C1000939734,7,0.0,326233.1,-326233.1,0.0,0.0,1.0,6,Severe Stress
C1000941003,2,0.0,996137.34,-996137.34,0.0,0.0,1.0,6,Severe Stress
C1000941066,2,0.0,1649067.24,-1649067.24,0.0,0.0,1.0,6,Severe Stress
C1000941384,13,0.0,58121.77,-58121.77,0.0,0.0,1.0,6,Severe Stress
C1000943068,12,0.0,861778.71,-861778.71,0.0,0.0,1.0,6,Severe Stress
C1000950216,11,0.0,135386.84,-135386.84,0.0,0.0,1.0,6,Severe Stress
C1000950988,8,0.0,111213.58,-111213.58,0.0,0.0,1.0,6,Severe Stress
C1000969183,11,0.0,397205.56,-397205.56,0.0,0.0,1.0,6,Severe Stress
C1000976239,1,0.0,414921.97,-414921.97,0.0,0.0,1.0,6,Severe Stress
C1000981075,14,0.0,779057.3,-779057.3,0.0,0.0,1.0,6,Severe Stress
C1000982192,9,0.0,790448.64,-790448.64,0.0,0.0,1.0,6,Severe Stress
C100098712,5,0.0,660042.18,-660042.18,0.0,0.0,1.0,6,Severe Stress
C100098777,7,0.0,392311.03,-392311.03,0.0,0.0,1.0,6,Severe Stress
C1000996599,8,0.0,1880331.98,-1880331.98,0.0,0.0,1.0,6,Severe Stress
C1001002782,14,0.0,862744.31,-862744.31,0.0,0.0,1.0,6,Severe Stress
C1001015651,1,0.0,285460.59,-285460.59,0.0,0.0,1.0,6,Severe Stress
C1001017850,1,0.0,86326.54,-86326.54,0.0,0.0,1.0,6,Severe Stress
C1001019441,7,0.0,717158.73,-717158.73,0.0,0.0,1.0,6,Severe Stress
C1001023926,12,0.0,285868.4,-285868.4,0.0,0.0,1.0,6,Severe Stress
C1001031275,2,0.0,76842.34,-76842.34,0.0,0.0,1.0,6,Severe Stress
C1001033659,14,0.0,329487.46,-329487.46,0.0,0.0,1.0,6,Severe Stress
C1001052959,23,0.0,208602.8,-208602.8,0.0,0.0,1.0,6,Severe Stress
C1001056436,12,0.0,353427.34,-353427.34,0.0,0.0,1.0,6,Severe Stress
C1001061356,12,0.0,158679.07,-158679.07,0.0,0.0,1.0,6,Severe Stress
C1001061467,14,0.0,316287.94,-316287.94,0.0,0.0,1.0,6,Severe Stress
C1001065673,6,0.0,1025775.19,-1025775.19,0.0,0.0,1.0,6,Severe Stress
C1001070202,9,0.0,42891.91,-42891.91,0.0,0.0,1.0,6,Severe Stress
C1001071018,14,0.0,2082458.31,-2082458.31,0.0,0.0,1.0,6,Severe Stress
C1001075805,12,0.0,9365.32,-9365.32,0.0,0.0,1.0,6,Severe Stress
C1001077522,6,0.0,448946.44,-448946.44,0.0,0.0,1.0,6,Severe Stress
C1001088736,6,0.0,1044238.24,-1044238.24,0.0,0.0,1.0,6,Severe Stress
C1001088900,6,0.0,650456.83,-650456.83,0.0,0.0,1.0,6,Severe Stress
C1001092043,2,0.0,732412.77,-732412.77,0.0,0.0,1.0,6,Severe Stress
C1001107179,9,0.0,465960.78,-465960.78,0.0,0.0,1.0,6,Severe Stress
C1001107989,2,0.0,220443.92,-220443.92,0.0,0.0,1.0,6,Severe Stress
C1001112875,13,0.0,665071.41,-665071.41,0.0,0.0,1.0,6,Severe Stress
C1001113728,11,0.0,11123682.18,-11123682.18,0.0,0.0,1.0,6,Severe Stress
C1001116425,5,0.0,277372.17,-277372.17,0.0,0.0,1.0,6,Severe Stress
C1001124614,1,0.0,285445.52,-285445.52,0.0,0.0,1.0,6,Severe Stress
C1001124945,2,0.0,1030541.74,-1030541.74,0.0,0.0,1.0,6,Severe Stress
C1001154732,8,0.0,7751.95,-7751.95,0.0,0.0,1.0,6,Severe Stress
C1001161622,10,0.0,402792.96,-402792.96,0.0,0.0,1.0,6,Severe Stress
C1001172298,14,0.0,1331148.02,-1331148.02,0.0,0.0,1.0,6,Severe Stress
C100118505,5,0.0,1507427.94,-1507427.94,0.0,0.0,1.0,6,Severe Stress
C1001186692,5,0.0,237232.78,-237232.78,0.0,0.0,1.0,6,Severe Stress
C1001186885,8,0.0,522294.18,-522294.18,0.0,0.0,1.0,6,Severe Stress
C1001187098,1,0.0,1289503.41,-1289503.41,0.0,0.0,1.0,6,Severe Stress
C1001192486,12,0.0,712832.9,-712832.9,0.0,0.0,1.0,6,Severe Stress
